Episode,Steps,Reward,MaxReward,Epsilon,AvgLoss,AvgQValue
0,46,-5000,-5000,0.9995,0.0000,0.0000
1,194,-3416,-3416,0.9976,146.4539,-0.3164
2,79,-4963,-3416,0.9968,162.4119,-0.3164
3,139,-4807,-3416,0.9954,179.7600,0.8823
4,170,-4544,-3416,0.9937,183.5444,-0.0717
5,35,-4986,-3416,0.9934,191.6612,-0.0717
6,39,-4965,-3416,0.9930,213.8138,-0.0717
7,71,-4853,-3416,0.9923,206.2435,-0.3800
8,72,-4880,-3416,0.9915,218.9954,-0.4110
9,99,-4755,-3416,0.9906,221.6973,-0.4110
10,34,-4928,-3416,0.9902,229.2373,-0.4110
11,29,-4984,-3416,0.9899,235.1171,-0.4110
12,58,-4968,-3416,0.9893,233.8393,-0.4110
13,30,-4988,-3416,0.9890,238.0610,-0.4110
14,169,-4925,-3416,0.9873,249.2698,-1.1415
15,103,-4971,-3416,0.9863,232.1199,-1.0511
16,108,-3419,-3416,0.9852,232.2485,-0.8794
17,115,-4629,-3416,0.9841,227.2617,-0.7650
18,69,-4850,-3416,0.9834,236.8410,-0.7767
19,71,-4786,-3416,0.9827,222.3765,-0.7767
20,26,-4903,-3416,0.9824,221.1543,-0.7767
21,51,-4963,-3416,0.9819,233.7196,-0.7767
22,52,-4816,-3416,0.9814,239.6814,-1.0410
23,30,-4866,-3416,0.9811,252.6483,-1.0410
24,82,-4715,-3416,0.9802,235.3061,-1.0410
25,21,-4933,-3416,0.9800,240.5344,-0.5020
26,33,-5008,-3416,0.9797,256.1254,-0.5020
27,32,-4862,-3416,0.9794,239.8242,-0.5020
28,76,-4827,-3416,0.9786,236.6132,-0.5020
29,27,-4941,-3416,0.9783,253.8851,-0.5020
30,36,-4992,-3416,0.9780,241.8593,-0.9065
31,129,-4735,-3416,0.9767,244.5341,-0.9065
32,31,-4939,-3416,0.9763,257.0626,-0.8326
33,119,-4731,-3416,0.9752,241.2449,-0.4241
34,71,-4835,-3416,0.9744,252.2882,0.2303
35,57,-4736,-3416,0.9739,239.5884,0.7670
36,60,-4598,-3416,0.9733,236.6768,1.2276
37,76,-4851,-3416,0.9725,242.7647,1.5134
38,77,-4843,-3416,0.9717,236.4921,1.6245
39,59,-4874,-3416,0.9711,261.3715,1.6467
40,52,-4977,-3416,0.9706,243.7925,1.4963
41,113,-4929,-3416,0.9695,231.3067,1.7147
42,25,-4892,-3416,0.9692,242.4438,1.8719
43,39,-4968,-3416,0.9688,233.9180,1.8719
44,44,-4805,-3416,0.9684,232.8507,1.9022
45,57,-4843,-3416,0.9678,234.2431,2.0574
46,85,-4895,-3416,0.9670,224.8118,1.4798
47,23,-4891,-3416,0.9667,222.6707,1.5098
48,69,-4856,-3416,0.9660,236.6748,2.0007
49,85,-4822,-3416,0.9652,229.5087,2.2442
50,50,-4803,-3416,0.9647,226.1604,2.3969
51,35,-4896,-3416,0.9643,245.7851,2.3969
52,41,-4882,-3416,0.9639,243.3931,2.5448
53,21,-4905,-3416,0.9637,242.6955,2.6942
54,34,-4876,-3416,0.9633,229.9159,2.7409
55,61,-4898,-3416,0.9627,237.7418,2.8488
56,99,-4789,-3416,0.9617,240.6148,2.9234
57,38,-4907,-3416,0.9614,239.3991,3.0227
58,39,-4949,-3416,0.9610,246.6367,2.9994
59,111,-4827,-3416,0.9598,240.8312,2.8103
60,141,-4953,-3416,0.9584,232.6680,3.0477
61,53,-4824,-3416,0.9579,222.0203,3.0930
62,88,-4802,-3416,0.9570,222.7980,3.1150
63,91,-4986,-3416,0.9561,231.4871,2.9964
64,27,-4985,-3416,0.9558,252.1763,2.9964
65,56,-4929,-3416,0.9553,204.1840,2.9964
66,37,-4911,-3416,0.9549,244.5543,3.1807
67,12,-4962,-3416,0.9548,211.5620,3.3064
68,74,-4690,-3416,0.9540,225.1123,3.5725
69,21,-4902,-3416,0.9538,265.9626,3.6724
70,47,-4892,-3416,0.9533,241.8665,3.6724
71,47,-4929,-3416,0.9529,231.9349,3.4764
72,96,-4860,-3416,0.9519,227.4685,3.7050
73,88,-4914,-3416,0.9510,247.7307,3.7050
74,38,-4846,-3416,0.9506,210.4768,4.1503
75,43,-4906,-3416,0.9502,218.4097,4.2844
76,100,-4795,-3416,0.9492,230.8008,5.1376
77,28,-4806,-3416,0.9489,231.5488,5.4196
78,81,-4582,-3416,0.9481,234.8951,5.9761
79,44,-4837,-3416,0.9476,227.7823,6.0500
80,133,-4555,-3416,0.9463,216.5969,6.5813
81,18,-4926,-3416,0.9461,244.2690,7.1167
82,30,-4931,-3416,0.9458,213.2882,7.3404
83,12,-4965,-3416,0.9457,229.4995,7.7441
84,94,-4754,-3416,0.9448,229.7160,8.0298
85,13,-4935,-3416,0.9446,208.7158,8.1168
86,33,-4963,-3416,0.9443,230.8416,8.3535
87,59,-4692,-3416,0.9437,244.0213,8.7865
88,85,-4671,-3416,0.9428,244.2676,8.9851
89,63,-4785,-3416,0.9422,236.7491,9.3276
90,58,-5005,-3416,0.9416,245.2019,9.3390
91,60,-4906,-3416,0.9410,239.8443,9.4338
92,71,-4980,-3416,0.9403,225.0535,9.2733
93,116,-4927,-3416,0.9391,226.9294,10.2285
94,44,-4721,-3416,0.9387,232.1395,10.4951
95,69,-4615,-3416,0.9380,235.9931,10.6493
96,45,-4887,-3416,0.9376,211.8388,10.9924
97,71,-4961,-3416,0.9368,226.9573,11.0787
98,75,-4688,-3416,0.9361,219.6164,11.6255
99,89,-4854,-3416,0.9352,228.5102,12.1034
100,65,-4782,-3416,0.9345,234.4090,12.7188
101,63,-4752,-3416,0.9339,210.7585,13.0388
102,65,-4990,-3416,0.9333,228.1118,12.9768
103,55,-4825,-3416,0.9327,244.3320,13.1143
104,52,-4790,-3416,0.9322,229.9627,13.2560
105,59,-4745,-3416,0.9316,228.5581,13.3531
106,78,-4718,-3416,0.9308,224.8962,13.4991
107,30,-5003,-3416,0.9305,223.8098,13.4026
108,58,-4966,-3416,0.9299,239.8829,13.4859
109,194,-4628,-3416,0.9280,225.6973,14.2308
110,189,-4629,-3416,0.9261,226.8558,15.0294
111,150,-3463,-3416,0.9246,224.8358,15.3893
112,15,-4932,-3416,0.9244,242.5175,15.4194
113,31,-4869,-3416,0.9241,242.7151,15.4280
114,41,-4764,-3416,0.9237,221.0955,15.5354
115,53,-4969,-3416,0.9232,222.7681,15.5364
116,48,-4882,-3416,0.9227,206.9527,15.5571
117,118,-4710,-3416,0.9215,212.3856,16.0014
118,151,-3333,-3333,0.9200,214.0510,16.0315
119,128,-4712,-3333,0.9187,230.1432,15.5792
120,69,-4717,-3333,0.9180,230.1067,15.5577
121,52,-4868,-3333,0.9175,227.9745,15.7362
122,44,-4837,-3333,0.9171,211.8176,15.9094
123,58,-4635,-3333,0.9165,220.6400,15.6524
124,47,-4855,-3333,0.9160,209.0504,15.3885
125,36,-4847,-3333,0.9156,217.1960,15.4668
126,13,-4916,-3333,0.9155,242.9918,15.5473
127,20,-4859,-3333,0.9153,213.4781,15.5914
128,35,-4891,-3333,0.9149,233.9839,15.6362
129,14,-4929,-3333,0.9148,238.6578,15.6362
130,56,-4613,-3333,0.9142,239.9307,14.7892
131,22,-4986,-3333,0.9140,218.2568,14.7892
132,139,-4686,-3333,0.9126,230.5986,15.4784
133,17,-4957,-3333,0.9124,240.0010,15.4784
134,28,-4964,-3333,0.9121,242.8449,15.4647
135,37,-4974,-3333,0.9118,229.8433,15.4072
136,70,-4917,-3333,0.9111,227.4094,15.4607
137,38,-4828,-3333,0.9107,221.6531,15.4328
138,35,-4857,-3333,0.9103,212.6691,15.4432
139,23,-4938,-3333,0.9101,265.7821,15.4564
140,243,-4682,-3333,0.9077,220.8989,15.6396
141,28,-4967,-3333,0.9074,219.4571,15.6506
142,21,-4953,-3333,0.9072,235.1192,15.6618
143,118,-4760,-3333,0.9060,230.3442,15.7309
144,75,-4836,-3333,0.9052,218.7043,15.7637
145,47,-4995,-3333,0.9048,222.5770,15.7193
146,52,-4901,-3333,0.9042,222.0432,15.7040
147,49,-4961,-3333,0.9037,227.2269,15.6696
148,48,-4866,-3333,0.9033,214.4202,15.6661
149,19,-4904,-3333,0.9031,213.2380,16.0349
150,79,-4888,-3333,0.9023,225.7630,16.6192
151,31,-5007,-3333,0.9020,227.4557,16.3937
152,25,-4978,-3333,0.9017,232.6605,15.4667
153,83,-4562,-3333,0.9009,222.5146,15.5884
154,32,-4863,-3333,0.9005,212.9681,15.6007
155,52,-4691,-3333,0.9000,225.5588,14.6536
156,24,-5009,-3333,0.8998,203.5039,14.6329
157,52,-4850,-3333,0.8992,218.5618,14.6327
158,45,-4934,-3333,0.8988,235.2798,14.6303
159,112,-4769,-3333,0.8977,228.5604,14.5729
160,28,-5002,-3333,0.8974,229.4850,14.5831
161,136,-3399,-3333,0.8960,212.3798,15.4076
162,28,-4969,-3333,0.8957,211.7533,15.3630
163,50,-4881,-3333,0.8952,220.7766,15.4494
164,38,-4880,-3333,0.8948,213.4064,15.6926
165,102,-4556,-3333,0.8938,220.1005,15.6951
166,29,-4834,-3333,0.8935,180.8423,16.0055
167,113,-4763,-3333,0.8924,208.3347,15.6926
168,66,-4990,-3333,0.8917,217.9210,15.7218
169,82,-4822,-3333,0.8909,218.1118,16.6629
170,36,-4984,-3333,0.8905,212.0093,16.5970
171,43,-4923,-3333,0.8901,196.4295,16.5908
172,68,-4631,-3333,0.8894,214.5094,16.3835
173,125,-3477,-3333,0.8882,218.6339,17.4417
174,13,-4965,-3333,0.8880,200.2231,17.4312
175,18,-4979,-3333,0.8879,222.7110,17.4255
176,54,-4777,-3333,0.8873,215.8421,17.4970
177,135,-4766,-3333,0.8860,225.9246,17.4320
178,40,-5020,-3333,0.8856,215.2703,17.4320
179,29,-4950,-3333,0.8853,216.8259,17.4397
180,49,-4779,-3333,0.8848,210.0370,17.4533
181,49,-4823,-3333,0.8843,210.5933,17.4492
182,57,-4920,-3333,0.8837,199.0709,17.4011
183,55,-4922,-3333,0.8831,230.8107,17.4054
184,94,-4688,-3333,0.8822,210.1771,16.9475
185,19,-4957,-3333,0.8820,214.5518,16.8076
186,90,-4858,-3333,0.8811,211.4341,16.7200
187,16,-4937,-3333,0.8809,220.4437,16.7209
188,95,-4677,-3333,0.8800,215.4596,16.6678
189,30,-4958,-3333,0.8797,208.2001,15.8965
190,38,-4937,-3333,0.8793,213.2728,15.9077
191,34,-4961,-3333,0.8789,177.6011,15.5541
192,82,-4747,-3333,0.8781,206.7696,15.4606
193,30,-4856,-3333,0.8778,209.4424,15.0600
194,78,-4679,-3333,0.8770,212.1667,14.5528
195,101,-4515,-3333,0.8760,203.7636,14.1592
196,27,-4956,-3333,0.8757,209.3583,14.1510
197,188,-3428,-3333,0.8739,205.6229,14.7245
198,100,-3440,-3333,0.8729,216.3772,14.7116
199,63,-4841,-3333,0.8722,204.8548,15.5844
200,53,-4992,-3333,0.8717,215.3362,15.2475
201,24,-4839,-3333,0.8715,210.5176,15.6136
202,139,-4784,-3333,0.8701,203.2863,16.2090
203,48,-4741,-3333,0.8696,201.4974,16.2668
204,81,-4822,-3333,0.8688,205.4888,16.5656
205,72,-4547,-3333,0.8681,202.3660,17.0415
206,16,-4908,-3333,0.8679,216.9585,17.0870
207,29,-4964,-3333,0.8676,209.8659,17.1351
208,47,-4915,-3333,0.8671,215.5413,16.6904
209,208,-3347,-3333,0.8650,207.7435,15.7724
210,169,-4566,-3333,0.8634,199.2267,16.1208
211,27,-4918,-3333,0.8631,191.9649,16.1222
212,21,-4925,-3333,0.8629,199.4452,16.1191
213,37,-4787,-3333,0.8625,204.6492,16.1259
214,52,-4858,-3333,0.8620,193.3269,16.2117
215,89,-4629,-3333,0.8611,192.5021,15.7874
216,78,-4674,-3333,0.8603,193.0749,15.4543
217,123,-3271,-3271,0.8591,207.0889,17.1683
218,134,-4673,-3271,0.8577,197.7603,17.0066
219,39,-4780,-3271,0.8573,185.8699,17.0583
220,40,-4950,-3271,0.8569,195.7171,16.3044
221,203,-3384,-3271,0.8549,198.9839,16.1345
222,42,-4977,-3271,0.8545,182.3242,15.3161
223,282,-3493,-3271,0.8517,196.5275,13.2892
224,15,-4908,-3271,0.8515,194.3452,13.2947
225,16,-4986,-3271,0.8514,219.6263,13.2787
226,72,-4890,-3271,0.8506,191.6939,12.9596
227,53,-4977,-3271,0.8501,208.8328,12.9955
228,105,-3437,-3271,0.8490,182.6236,12.6843
229,45,-4940,-3271,0.8486,195.0611,12.6814
230,55,-4704,-3271,0.8480,183.5149,13.0423
231,24,-4992,-3271,0.8478,165.6604,13.1005
232,55,-4848,-3271,0.8472,178.8189,12.1018
233,33,-4927,-3271,0.8469,178.4435,12.3501
234,16,-4918,-3271,0.8467,169.0998,12.3498
235,63,-4691,-3271,0.8461,185.7426,12.5765
236,34,-4910,-3271,0.8457,191.1910,12.9190
237,91,-4606,-3271,0.8448,201.3718,14.4868
238,33,-4869,-3271,0.8445,197.2863,14.6871
239,57,-4998,-3271,0.8439,181.9372,15.1406
240,31,-4855,-3271,0.8436,176.7092,15.1791
241,90,-4508,-3271,0.8427,194.8239,15.0782
242,35,-4953,-3271,0.8424,180.5992,15.0164
243,130,-3316,-3271,0.8411,183.0163,14.1316
244,65,-4946,-3271,0.8404,172.4899,14.8305
245,43,-4733,-3271,0.8400,188.5868,14.9786
246,32,-4907,-3271,0.8396,178.1455,14.5662
247,23,-4834,-3271,0.8394,195.6224,13.7727
248,43,-4973,-3271,0.8390,184.5297,13.3852
249,48,-4813,-3271,0.8385,176.4363,13.6746
250,187,-4554,-3271,0.8366,188.3442,13.8904
251,78,-4620,-3271,0.8358,181.3532,14.7464
252,9,-4976,-3271,0.8357,193.2739,14.7771
253,22,-4853,-3271,0.8355,215.0784,14.8055
254,20,-4989,-3271,0.8353,196.1456,15.1439
255,58,-4943,-3271,0.8347,186.0908,16.2819
256,29,-4885,-3271,0.8344,193.4652,16.3501
257,22,-4873,-3271,0.8342,170.7710,16.0398
258,37,-4738,-3271,0.8338,186.1114,15.6629
259,21,-4972,-3271,0.8336,163.6268,15.2602
260,161,-3374,-3271,0.8320,190.2259,16.2520
261,78,-4823,-3271,0.8312,176.4619,16.2173
262,80,-3372,-3271,0.8304,171.7871,16.6501
263,97,-4520,-3271,0.8294,183.0929,16.6504
264,38,-4884,-3271,0.8291,191.1907,15.9479
265,22,-4921,-3271,0.8288,179.4675,15.9601
266,54,-4810,-3271,0.8283,172.4407,16.0582
267,38,-4830,-3271,0.8279,176.6411,16.0568
268,29,-4873,-3271,0.8276,182.4859,15.9853
269,19,-4970,-3271,0.8274,184.1362,15.9886
270,67,-4771,-3271,0.8267,181.8280,16.3207
271,77,-3334,-3271,0.8260,177.9260,16.3393
272,74,-4824,-3271,0.8252,179.9727,15.9179
273,112,-3388,-3271,0.8241,170.5161,15.7990
274,38,-4694,-3271,0.8237,184.0981,15.8805
275,15,-4946,-3271,0.8236,185.5590,15.8922
276,46,-4736,-3271,0.8231,179.8071,15.8983
277,20,-4840,-3271,0.8229,176.1606,15.5264
278,14,-4941,-3271,0.8227,186.8964,15.9477
279,34,-4982,-3271,0.8224,189.7508,16.1442
280,39,-4723,-3271,0.8220,177.5800,16.1542
281,82,-4652,-3271,0.8212,174.5173,16.1419
282,121,-4438,-3271,0.8200,181.4179,15.5789
283,62,-4887,-3271,0.8193,179.5028,15.5717
284,41,-4926,-3271,0.8189,170.1546,15.4911
285,48,-4896,-3271,0.8184,176.2413,15.4757
286,51,-4703,-3271,0.8179,177.8291,16.1317
287,23,-4860,-3271,0.8177,169.2608,16.1204
288,133,-3376,-3271,0.8164,173.4681,17.3619
289,46,-4882,-3271,0.8159,165.2646,17.3497
290,104,-4515,-3271,0.8149,172.7163,16.9791
291,69,-4651,-3271,0.8142,164.8943,17.1973
292,25,-4935,-3271,0.8139,164.2812,17.5702
293,81,-4634,-3271,0.8131,174.9996,17.7892
294,60,-4723,-3271,0.8125,182.6924,17.3711
295,118,-3363,-3271,0.8113,165.2831,16.7971
296,158,-3400,-3271,0.8097,176.0992,16.2792
297,35,-4836,-3271,0.8094,174.6518,16.2602
298,302,-1997,-1997,0.8064,164.6897,15.7097
299,113,-3391,-1997,0.8052,163.0865,16.3530
300,52,-4735,-1997,0.8047,162.0813,16.0720
301,81,-3335,-1997,0.8039,163.1922,16.4126
302,113,-3403,-1997,0.8028,162.9690,17.2754
303,25,-4940,-1997,0.8025,151.9121,17.2725
304,39,-4857,-1997,0.8021,168.2702,16.7513
305,116,-3347,-1997,0.8010,165.3417,16.6131
306,22,-4922,-1997,0.8007,164.6943,15.3245
307,23,-4846,-1997,0.8005,170.7037,15.4000
308,34,-4778,-1997,0.8002,159.3634,16.0521
309,97,-4649,-1997,0.7992,167.8074,15.8215
310,111,-4677,-1997,0.7981,159.1718,15.2506
311,65,-4687,-1997,0.7974,167.9218,15.2411
312,68,-4990,-1997,0.7967,162.1944,15.9979
313,31,-4853,-1997,0.7964,159.6777,16.0282
314,91,-3405,-1997,0.7955,164.5543,16.6909
315,26,-4952,-1997,0.7952,157.4661,17.5085
316,79,-4492,-1997,0.7945,169.6762,16.9742
317,73,-4618,-1997,0.7937,161.0518,16.9572
318,58,-4767,-1997,0.7931,162.1937,17.3895
319,20,-4872,-1997,0.7929,154.2059,17.1466
320,63,-4712,-1997,0.7923,163.3573,17.2215
321,112,-3427,-1997,0.7912,158.9978,17.2383
322,24,-4859,-1997,0.7909,173.0460,17.2511
323,35,-4829,-1997,0.7906,154.4137,16.8545
324,114,-4548,-1997,0.7894,159.5608,16.4434
325,27,-4996,-1997,0.7892,150.6608,15.6184
326,26,-4897,-1997,0.7889,184.9235,15.6248
327,97,-3320,-1997,0.7879,160.2875,16.2412
328,14,-4941,-1997,0.7878,165.2504,15.8404
329,116,-3400,-1997,0.7866,161.6883,14.9931
330,20,-4928,-1997,0.7864,168.2313,14.1781
331,21,-4867,-1997,0.7862,150.0819,14.1729
332,18,-4880,-1997,0.7860,150.8186,14.2080
333,39,-4880,-1997,0.7856,162.3757,13.4028
334,91,-4531,-1997,0.7847,154.3112,13.5607
335,57,-4762,-1997,0.7841,162.0897,14.6684
336,21,-4940,-1997,0.7839,146.3076,14.2642
337,63,-4731,-1997,0.7833,145.9736,14.2636
338,21,-4947,-1997,0.7831,160.9390,13.4285
339,27,-4862,-1997,0.7828,149.4235,13.5724
340,34,-4959,-1997,0.7824,165.6965,13.5205
341,32,-4853,-1997,0.7821,153.1558,13.2554
342,36,-4791,-1997,0.7817,156.3994,14.0778
343,51,-4845,-1997,0.7812,154.0474,14.9257
344,30,-4810,-1997,0.7809,165.8857,15.3450
345,24,-4926,-1997,0.7807,140.7070,14.6123
346,100,-4803,-1997,0.7797,164.1354,15.0308
347,77,-4796,-1997,0.7789,156.8419,15.0019
348,24,-4885,-1997,0.7786,145.5988,14.9866
349,45,-4829,-1997,0.7782,155.8467,15.0297
350,28,-4811,-1997,0.7779,162.5604,15.3942
351,103,-4769,-1997,0.7769,155.8975,14.9898
352,39,-4734,-1997,0.7765,146.4036,14.5427
353,62,-4498,-1997,0.7759,148.5944,15.6419
354,25,-4871,-1997,0.7756,146.6262,16.0128
355,75,-4552,-1997,0.7748,151.4906,16.0750
356,18,-4941,-1997,0.7747,144.2958,16.0153
357,155,-3416,-1997,0.7731,155.1383,15.0718
358,43,-4900,-1997,0.7727,143.4748,14.6557
359,77,-3383,-1997,0.7719,157.2682,14.3599
360,79,-3385,-1997,0.7711,155.1574,14.3545
361,58,-4560,-1997,0.7705,148.9620,14.6969
362,21,-4903,-1997,0.7703,158.8047,15.0815
363,25,-4877,-1997,0.7701,164.6445,14.4278
364,37,-4840,-1997,0.7697,165.5589,14.4239
365,152,-3471,-1997,0.7682,148.4937,15.0471
366,12,-4960,-1997,0.7680,160.8873,14.6718
367,36,-4811,-1997,0.7677,159.5000,14.7508
368,50,-4668,-1997,0.7672,148.7242,14.7850
369,54,-4772,-1997,0.7666,156.2831,14.7733
370,91,-4440,-1997,0.7657,158.7383,15.1523
371,50,-4713,-1997,0.7652,159.9134,15.5505
372,37,-4884,-1997,0.7648,139.7268,16.5592
373,20,-4985,-1997,0.7646,172.9347,16.2548
374,42,-4856,-1997,0.7642,160.6039,16.2296
375,83,-3368,-1997,0.7634,150.5512,16.8885
376,62,-4558,-1997,0.7627,148.5240,17.2211
377,27,-4901,-1997,0.7625,164.0686,17.2171
378,49,-4898,-1997,0.7620,143.1045,17.1203
379,53,-4655,-1997,0.7614,154.5751,16.4021
380,26,-4789,-1997,0.7612,147.2004,16.8285
381,64,-4536,-1997,0.7605,150.7970,17.2021
382,68,-4583,-1997,0.7598,150.3398,16.7762
383,37,-4697,-1997,0.7595,154.6231,16.3685
384,156,-4727,-1997,0.7579,148.6890,13.6597
385,21,-4959,-1997,0.7577,150.0864,13.6571
386,79,-4508,-1997,0.7569,151.9905,12.9312
387,140,-3298,-1997,0.7555,148.0289,13.8951
388,27,-4929,-1997,0.7552,155.3918,13.3058
389,14,-4910,-1997,0.7551,136.1877,13.7626
390,56,-4656,-1997,0.7545,151.8896,13.7307
391,43,-4906,-1997,0.7541,138.7400,15.1784
392,41,-4730,-1997,0.7537,146.8822,14.8789
393,198,-1971,-1971,0.7517,141.5798,15.9370
394,85,-4799,-1971,0.7508,142.7596,16.0642
395,62,-4922,-1971,0.7502,135.4114,16.8278
396,192,-3344,-1971,0.7483,147.3742,16.8524
397,202,-3297,-1971,0.7463,144.9661,17.3428
398,38,-4784,-1971,0.7459,147.7661,17.0374
399,30,-4827,-1971,0.7456,143.0123,17.3790
400,20,-4857,-1971,0.7454,141.7122,17.3680
401,45,-4722,-1971,0.7449,139.2751,17.3754
402,21,-4950,-1971,0.7447,123.0942,16.9235
403,49,-4625,-1971,0.7442,145.8295,17.1723
404,23,-4907,-1971,0.7440,142.8799,16.8556
405,29,-4808,-1971,0.7437,147.1826,15.6675
406,30,-4910,-1971,0.7434,128.8564,15.2765
407,27,-4926,-1971,0.7431,126.8938,15.2567
408,64,-4722,-1971,0.7425,138.5091,13.4490
409,62,-4571,-1971,0.7418,143.4191,13.8263
410,174,-3253,-1971,0.7401,140.3558,15.2125
411,89,-3358,-1971,0.7392,139.3826,16.3866
412,35,-4885,-1971,0.7389,132.5226,15.8155
413,60,-4518,-1971,0.7383,134.2109,16.5296
414,26,-4811,-1971,0.7380,124.1213,16.5350
415,33,-4973,-1971,0.7376,132.0234,16.4816
416,56,-4593,-1971,0.7371,142.1501,16.0565
417,83,-4427,-1971,0.7363,132.0815,16.1012
418,19,-4876,-1971,0.7361,144.5544,15.7237
419,41,-4895,-1971,0.7356,138.3465,15.2518
420,41,-4692,-1971,0.7352,144.2364,15.2837
421,58,-4567,-1971,0.7346,134.7478,15.2801
422,26,-4967,-1971,0.7344,134.8848,15.1435
423,114,-3383,-1971,0.7332,134.9688,14.6741
424,53,-4628,-1971,0.7327,138.7439,14.6615
425,33,-4809,-1971,0.7324,134.1720,15.7363
426,71,-3381,-1971,0.7317,133.3321,15.8909
427,79,-4489,-1971,0.7309,141.6529,15.5421
428,71,-4501,-1971,0.7301,133.9424,15.6647
429,96,-3351,-1971,0.7292,130.5176,16.7094
430,91,-3333,-1971,0.7283,134.0401,16.7176
431,190,-3188,-1971,0.7264,135.8257,18.4822
432,62,-4756,-1971,0.7258,137.4566,18.4572
433,25,-4853,-1971,0.7255,134.9207,18.3490
434,92,-3412,-1971,0.7246,128.9314,17.7196
435,29,-4798,-1971,0.7243,133.6818,17.7892
436,91,-3418,-1971,0.7234,135.5505,16.8533
437,76,-4587,-1971,0.7226,129.1501,15.5393
438,28,-4814,-1971,0.7223,124.9040,15.1603
439,50,-4594,-1971,0.7218,135.9775,15.2827
440,112,-3377,-1971,0.7207,128.4561,14.6218
441,24,-4844,-1971,0.7205,147.3815,14.3576
442,75,-3401,-1971,0.7197,137.9205,15.3378
443,23,-4831,-1971,0.7195,124.2847,15.3307
444,71,-4623,-1971,0.7188,133.0004,16.5076
445,14,-4910,-1971,0.7186,129.4947,16.5235
446,55,-4605,-1971,0.7180,122.9531,16.5022
447,94,-3344,-1971,0.7171,127.8524,17.6132
448,113,-3391,-1971,0.7160,129.5724,17.1003
449,43,-4795,-1971,0.7155,134.8887,17.7159
450,96,-3427,-1971,0.7146,131.5127,17.6986
451,32,-4853,-1971,0.7143,127.2946,17.1660
452,84,-3401,-1971,0.7134,131.2692,17.4678
453,23,-4970,-1971,0.7132,118.3728,17.4306
454,23,-4916,-1971,0.7129,121.2104,17.0267
455,95,-4569,-1971,0.7120,126.5427,16.6473
456,16,-4895,-1971,0.7118,135.9132,16.6466
457,29,-4833,-1971,0.7115,127.7869,16.3424
458,16,-4928,-1971,0.7114,118.0965,16.3270
459,22,-4910,-1971,0.7111,124.7205,16.1560
460,15,-4944,-1971,0.7110,130.9317,16.1322
461,48,-4663,-1971,0.7105,128.1248,16.2644
462,25,-4897,-1971,0.7102,128.4922,16.3692
463,26,-4873,-1971,0.7100,127.7000,16.3929
464,93,-3405,-1971,0.7090,122.0791,14.8896
465,98,-3392,-1971,0.7080,124.3328,14.0601
466,58,-4590,-1971,0.7075,129.9701,14.4499
467,49,-4639,-1971,0.7070,124.9081,14.4398
468,47,-4700,-1971,0.7065,131.3249,14.0493
469,102,-3403,-1971,0.7055,119.7052,15.3639
470,57,-4593,-1971,0.7049,126.2237,16.0581
471,89,-3392,-1971,0.7040,127.8383,15.1817
472,131,-3381,-1971,0.7027,126.0702,16.3083
473,90,-3410,-1971,0.7018,118.3445,15.4661
474,20,-4906,-1971,0.7016,128.1708,15.4384
475,136,-3417,-1971,0.7002,114.0652,15.4615
476,139,-3178,-1971,0.6989,124.1581,15.4713
477,32,-4890,-1971,0.6985,123.7169,16.3514
478,24,-4900,-1971,0.6983,135.9646,16.0420
479,57,-4756,-1971,0.6977,132.1981,16.4380
480,103,-4481,-1971,0.6967,126.9280,16.0916
481,96,-3390,-1971,0.6957,121.7086,16.9888
482,14,-4898,-1971,0.6956,124.4759,16.9751
483,112,-4596,-1971,0.6944,119.2789,15.9976
484,104,-4522,-1971,0.6934,121.6741,15.2759
485,66,-4563,-1971,0.6927,126.8704,15.3153
486,67,-4628,-1971,0.6921,133.3017,15.6628
487,47,-4854,-1971,0.6916,116.3174,15.2654
488,36,-4724,-1971,0.6912,122.7781,15.5903
489,29,-4862,-1971,0.6909,124.4525,16.4811
490,83,-3381,-1971,0.6901,122.6805,17.2000
491,31,-4830,-1971,0.6898,119.3746,17.2868
492,20,-4933,-1971,0.6896,133.2089,17.2575
493,191,-3228,-1971,0.6877,122.9642,17.8678
494,75,-4439,-1971,0.6869,110.2498,17.5101
495,55,-4587,-1971,0.6864,114.5541,17.2153
496,85,-3409,-1971,0.6855,119.2069,16.4722
497,49,-4726,-1971,0.6850,119.5772,16.3561
498,43,-4943,-1971,0.6846,107.2058,15.8889
499,74,-4573,-1971,0.6838,122.5041,15.0529
500,21,-4904,-1971,0.6836,111.4746,15.1471
501,40,-4728,-1971,0.6832,108.6758,15.1777
502,27,-4873,-1971,0.6829,112.2595,14.7824
503,17,-4975,-1971,0.6828,108.8401,14.7058
504,38,-4783,-1971,0.6824,109.7773,15.5982
505,50,-4689,-1971,0.6819,110.9043,15.2537
506,78,-3368,-1971,0.6811,110.8076,16.4070
507,33,-4775,-1971,0.6808,118.5237,16.7339
508,21,-4848,-1971,0.6805,112.4510,16.3287
509,45,-4704,-1971,0.6801,120.1307,15.9980
510,76,-4556,-1971,0.6793,114.1007,15.6114
511,59,-4518,-1971,0.6787,106.7910,15.8302
512,19,-4888,-1971,0.6785,111.5751,15.4449
513,329,-263,-263,0.6753,115.1739,16.1155
514,15,-4942,-263,0.6751,106.2166,16.1197
515,21,-4950,-263,0.6749,120.3322,16.2178
